Loan_ID,Loan_Amount,Loan_Term,Interest_Rate,Age,Income,Credit_Score,Loan_Status
L4955,44516.370824344915,36,8.51,27,13800,397,0
L4956,36267.93892594999,24,8.49,63,11243,444,0
L4957,48051.873898510275,12,8.22,24,14896,426,0
L4958,33155.01879221862,48,5.19,27,10278,603,0
L4959,16442.02478925261,24,5.66,61,5097,678,0
L4960,40745.38260016671,24,8.12,50,12631,446,0
L4961,30722.747516743548,24,9.75,38,9524,380,0
L4962,27251.760922033754,48,7.13,50,8448,541,0
L4963,10571.025158795528,60,3.11,27,3277,847,0
L4964,28277.572945377357,36,8.64,43,8766,366,0
L4965,34551.80057243176,60,3.42,57,10711,774,1
L4966,26032.39946032344,12,3.94,27,8070,732,1
L4967,29019.51245911644,36,5.93,58,8996,601,1
L4968,30171.131617398405,12,4.54,49,9353,674,1
L4969,34122.76598405221,48,9.6,54,10578,377,0
L4970,31184.040344850888,60,10.12,59,9667,329,0
L4971,6493.583657203356,24,5.95,61,2013,651,0
L4972,30313.067872200663,36,7.55,38,9397,414,0
L4973,19954.947095608524,24,4.88,63,6186,631,0
L4974,17661.38625096293,12,3.85,45,5475,804,1
L4975,44413.144457215996,24,8.46,47,13768,453,0
L4976,6461.325417475569,24,3.0,47,2003,834,0
L4977,42777.65170301724,48,4.86,32,13261,668,1
L4978,17064.608815998883,48,4.69,43,5290,657,1
L4979,44680.88784695662,60,5.58,37,13851,601,1
L4980,45580.89273536186,12,4.29,64,14130,750,1
L4981,46784.12507720828,48,5.27,27,14503,606,1
L4982,32032.432049691666,48,8.56,44,9930,362,0
L4983,38045.367934951006,60,6.57,27,11794,575,1
L4984,48358.32717592425,36,3.52,49,14991,810,1
L4985,22019.47443818684,60,3.92,48,6826,834,1
L4986,30774.360700308003,24,4.35,43,9540,686,1
L4987,26322.723617873515,24,3.9,30,8160,757,1
L4988,19267.84658940668,48,5.64,36,5973,707,1
L4989,41077.64246936291,48,5.65,63,12734,685,1
L4990,38174.400893862155,60,5.21,54,11834,689,1
L4991,37680.84982602702,60,7.56,45,11681,528,0
L4992,27700.150454249982,12,6.95,22,8587,526,0
L4993,45967.99161209529,24,6.62,25,14250,626,1
L4994,27022.727419966475,60,5.9,34,8377,634,1
L4995,16880.736849550503,36,6.82,51,5233,576,0
L4996,38345.369564419416,12,7.32,60,11887,529,0
L4997,10922.639971828397,60,8.27,26,3386,456,0
L4998,30784.03817222634,48,10.01,48,9543,312,0
L4999,21909.796423112366,60,3.0,29,6792,802,1
L5000,10312.959240973238,48,7.63,26,3197,496,0
L5001,13822.655723356373,48,9.17,37,4285,402,0
L5002,36061.48619169216,24,6.76,60,11179,469,0
L5003,45745.40975797357,24,9.31,55,14181,408,0
L5004,15996.861081009161,60,6.09,32,4959,675,1
L5005,10519.411975231069,60,7.57,38,3261,425,0
L5006,48119.616201938625,36,5.15,63,14917,684,1
L5007,36926.00701639683,12,7.26,54,11447,447,0
L5008,34771.15660258071,12,9.44,21,10779,300,0
L5009,11419.416863636303,60,10.04,35,3540,306,0
L5010,31925.97985858997,24,7.46,38,9897,462,0
L5011,35435.67634097311,36,4.17,42,10985,735,1
L5012,45509.924607960726,12,4.95,38,14108,733,1
L5013,24719.489103402542,60,5.97,21,7663,624,1
L5014,26838.855453518092,24,7.96,40,8320,456,0
L5015,31184.040344850888,24,8.11,56,9667,413,0
L5016,39393.76235557247,24,8.9,58,12212,411,0
L5017,6832.29517434511,48,4.05,45,2118,754,0
L5018,10364.572424537697,24,9.77,36,3213,372,0
L5019,34855.028025872954,60,7.68,40,10805,492,0
L5020,47655.09754985851,36,4.03,58,14773,774,1
L5021,47126.062418322814,60,7.08,53,14609,572,1
L5022,20109.786646301898,24,8.68,27,6234,393,0
L5023,30655.005213315195,36,3.01,43,9503,814,1
L5024,17654.93460301737,12,6.45,31,5473,519,0
L5025,43513.139568810766,12,9.95,53,13489,304,0
L5026,10609.735046468872,60,7.31,60,3289,493,0
L5027,14129.109000770342,36,9.01,25,4380,353,0
L5028,7171.006691486866,60,6.97,61,2223,508,0
L5029,47932.51841151747,36,4.02,28,14859,796,1
L5030,41984.099005713695,36,4.24,37,13015,754,1
L5031,42600.231384514416,60,8.96,38,13206,379,0
L5032,24771.102286966998,36,9.4,47,7679,307,0
L5033,14967.823233692783,24,8.98,51,4640,390,0
L5034,36058.26036771938,36,5.37,24,11178,645,1
L5035,9751.66586970976,36,6.04,22,3023,650,1
L5036,11429.094335554639,60,7.32,25,3543,509,0
L5037,29045.319050898666,12,6.24,37,9004,557,0
L5038,36980.846023934064,48,8.67,59,11464,340,0
L5039,12190.388793130393,36,6.49,52,3779,603,1
L5040,11935.548699280882,48,6.62,49,3700,540,0
L5041,45555.086143579625,36,3.0,36,14122,833,1
L5042,32255.01390381339,60,7.65,21,9999,544,0
L5043,40084.08868574709,60,5.86,32,12426,603,0
L5044,46890.57726830998,36,3.69,39,14536,834,1
L5045,43193.78299550568,60,8.42,29,13390,410,0
L5046,43067.97586056731,60,9.04,27,13351,429,0
L5047,19300.104829134463,36,4.42,50,5983,661,0
L5048,36177.61585471219,12,6.16,35,11215,559,0
L5049,30274.35798452732,36,3.34,64,9385,830,1
L5050,30948.55519483805,12,6.86,24,9594,513,0
L5051,26316.271969927955,60,9.71,26,8158,352,0
L5052,18835.586177054345,12,7.89,58,5839,489,0
L5053,9112.952723099592,60,3.0,55,2825,790,0
L5054,15277.502335079529,12,8.29,22,4736,443,0
L5055,17438.804396841202,12,8.31,25,5406,479,0
L5056,15400.083646045117,36,3.03,28,4774,818,0
L5057,21393.66458746779,12,8.32,50,6632,367,0
L5058,34461.477501193964,60,9.01,39,10683,407,0
L5059,38874.40469595511,36,8.38,50,12051,484,0
L5060,40422.80020288885,12,8.31,51,12531,450,0
L5061,34784.05989847182,36,4.64,36,10783,774,1
L5062,15271.050687133973,48,9.61,58,4734,401,0
L5063,28667.89764608357,36,8.15,42,8887,438,0
L5064,11264.57731294293,48,5.91,53,3492,687,1
L5065,35932.453232781016,48,3.46,42,11139,788,1
L5066,37958.27068768599,36,9.65,28,11767,357,0
L5067,8651.65989499225,60,9.59,57,2682,387,0
L5068,34903.415385464636,60,8.4,32,10820,421,0
L5069,48000.26071494582,60,7.09,25,14880,543,0
L5070,20909.790991550995,24,9.99,45,6482,366,0
L5071,21764.63434433733,48,5.71,49,6747,593,1
L5072,13677.493644581336,36,7.97,33,4240,429,0
L5073,44987.34112437059,60,9.93,46,13946,339,0
L5074,6774.230342835095,60,6.92,42,2100,511,0
L5075,9977.473547804262,36,9.19,49,3093,355,0
L5076,40913.1254467512,48,5.35,32,12683,590,1
L5077,18619.455970878178,36,5.62,63,5772,651,0
L5078,34271.15388680003,24,8.62,48,10624,421,0
L5079,23658.193016358375,24,7.87,29,7334,394,0
L5080,8180.689594966572,36,4.03,30,2536,727,0
L5081,8387.142329224404,48,4.14,62,2600,748,0
L5082,38251.82066920884,60,6.15,46,11858,643,1
L5083,15338.792990562324,24,3.0,56,4755,847,1
L5084,33903.40995390326,24,9.51,60,10510,302,0
L5085,30696.94092496132,48,8.52,31,9516,329,0
L5086,22390.44419505638,24,6.74,26,6941,554,0
L5087,30671.13433317909,24,9.32,24,9508,344,0
L5088,38884.08216787345,48,8.19,47,12054,476,0
L5089,44916.37299696946,36,6.12,44,13924,521,0
L5090,11377.481151990181,60,8.88,25,3527,421,0
L5091,33103.40560865417,60,7.23,23,10262,574,1
L5092,23380.772154699414,24,5.62,27,7248,611,1
L5093,7880.687965498161,60,4.33,44,2443,717,0
L5094,48019.61565878249,36,4.78,42,14886,628,1
L5095,34122.76598405221,24,8.46,32,10578,402,0
L5096,24754.973167103108,60,6.59,55,7674,581,1
L5097,23209.803484142147,12,6.07,37,7195,544,0
L5098,12480.712950680469,12,8.54,23,3869,432,0
L5099,21445.277771032244,12,5.36,31,6648,640,1
L5100,39364.72993981746,12,9.96,26,12203,321,0
L5101,42300.229755046006,12,7.51,63,13113,449,0
L5102,43687.33406334081,24,8.35,56,13543,466,0
L5103,7351.652833962467,48,5.67,37,2279,644,0
L5104,8935.532404596768,48,4.19,42,2770,760,0
L5105,24393.6808821519,24,6.61,21,7562,559,0
L5106,9525.858191615256,24,8.07,64,2953,499,0
L5107,47148.64318613226,36,9.93,23,14616,304,0
L5108,11480.707519119098,48,5.46,36,3559,599,1
L5109,40932.48039058787,12,3.44,55,12689,835,1
L5110,17567.83735575235,24,6.97,34,5446,535,0
L5111,43738.94724690526,12,3.0,27,13559,839,1
L5112,44319.595562005416,48,8.15,46,13739,451,0
L5113,28974.350923497535,60,5.97,63,8982,545,0
L5114,14322.65843913706,60,10.27,51,4440,304,0
L5115,6800.036934617325,24,10.03,44,2108,312,0
L5116,20819.467920313193,36,4.06,39,6454,764,1
L5117,35958.25982456324,12,6.81,57,11147,585,1
L5118,29284.030024884283,24,5.21,21,9078,638,1
L5119,17290.416494093388,36,7.11,45,5360,513,0
L5120,17706.54778658183,12,7.51,30,5489,412,0
L5121,7474.234144928056,48,6.64,38,2317,637,0
L5122,7548.428096301964,60,7.88,62,2340,389,0
L5123,20787.20968058541,36,3.15,21,6444,775,1
L5124,13142.006865100086,12,9.5,49,4074,329,0
L5125,34932.44780121964,24,3.0,33,10829,839,1
L5126,47380.902512172324,12,4.1,24,14688,767,1
L5127,24767.87646299422,24,5.71,32,7678,687,1
L5128,47274.45032107063,60,4.74,39,14655,656,1
L5129,40587.317225500556,60,3.34,46,12582,845,1
L5130,24142.066612275168,12,3.19,64,7484,758,1
L5131,45742.18393400079,12,4.58,58,14180,770,1
L5132,43177.65387564179,24,7.68,36,13385,526,0
L5133,45574.4410874163,24,7.26,64,14128,490,0
L5134,46687.35035802492,36,9.21,45,14473,301,0
L5135,28964.6734515792,36,9.03,30,8979,417,0
L5136,14083.947465151441,36,6.86,57,4366,607,1
L5137,42561.52149684107,12,8.85,48,13194,314,0
L5138,48003.486538918594,36,4.75,48,14881,723,1
L5139,11500.06246295577,12,4.78,45,3565,778,1
L5140,35432.450517000325,60,8.97,45,10984,395,0
L5141,18400.09994072923,48,9.84,32,5704,354,0
L5142,40619.57546522834,60,5.87,28,12592,577,1
L5143,34019.53961692329,12,3.93,56,10546,712,1
L5144,20003.3344552002,12,6.58,59,6201,544,0
L5145,45442.182304532376,48,4.73,44,14087,695,1
L5146,47435.74151970956,24,4.57,43,14705,770,1
L5147,45835.73282921137,24,9.23,57,14209,337,0
L5148,48158.32608961197,24,7.61,31,14929,439,0
L5149,40142.15351725711,36,8.37,37,12444,482,0
L5150,34696.962651206806,24,7.79,48,10756,512,0
L5151,17590.418123561798,36,8.65,23,5453,425,0
L5152,37077.62074311742,36,7.55,22,11494,439,0
L5153,38522.78988292224,24,3.31,49,11942,778,1
L5154,14806.532035053851,24,3.36,54,4590,820,1
L5155,31022.749146211958,48,4.16,34,9617,762,1
L5156,7280.684706561338,48,9.0,53,2257,331,0
L5157,38022.787167141556,36,6.2,38,11787,534,0
L5158,26519.49888021301,48,8.7,49,8221,372,0
L5159,9825.859821083666,36,3.85,22,3046,771,0
L5160,27890.47406864392,12,5.34,31,8646,591,0
L5161,13651.687052799107,36,6.42,51,4232,587,0
L5162,41245.385315947395,36,6.23,33,12786,512,0
L5163,19603.332282575655,48,7.1,64,6077,466,0
L5164,44438.95104899823,12,8.57,46,13776,348,0
L5165,38167.94924591659,60,7.5,54,11832,520,0
L5166,38396.98274798388,60,4.83,30,11903,701,1
L5167,6606.487496250607,60,6.95,32,2048,588,0
L5168,33416.31053401369,12,7.18,42,10359,478,0
L5169,12429.099767116011,24,7.17,51,3853,470,0
L5170,45309.92352164845,12,10.44,39,14046,303,0
L5171,18519.455427722038,48,5.58,44,5741,635,1
L5172,13122.651921263414,36,7.0,45,4068,494,0
L5173,34138.895103916104,36,3.92,55,10583,763,1
L5174,42393.77865025658,48,3.9,28,13142,766,1
L5175,30506.61731056738,48,5.73,25,9457,643,1
L5176,25235.62093904712,36,6.36,42,7823,507,0
L5177,37551.81686711588,24,3.1,48,11641,802,1
L5178,7187.135811350759,24,8.2,32,2228,429,0
L5179,16942.027505033297,24,9.96,53,5252,300,0
L5180,7583.912160002528,48,3.12,36,2351,786,0
L5181,13780.720011710251,36,3.67,46,4272,747,1
L5182,19474.29932366451,36,6.31,32,6037,622,1
L5183,33629.21491621708,36,10.16,43,10425,323,0
L5184,33732.441283345994,12,4.33,46,10457,676,1
L5185,9216.179090228508,12,8.92,61,2857,455,0
L5186,34484.05826900341,60,6.35,33,10690,571,0
L5187,35703.41973071373,12,8.9,43,11068,392,0
L5188,40161.50846109378,24,3.52,51,12450,823,1
L5189,19980.753687390752,24,8.07,56,6194,420,0
L5190,38180.85254180771,24,4.33,47,11836,751,1
L5191,14167.818888443686,24,6.03,56,4392,621,1
L5192,17174.286831073357,60,10.02,62,5324,330,0
L5193,42397.00447422936,24,4.79,43,13143,733,1
L5194,47777.6788608241,48,8.17,58,14811,428,0
L5195,26648.531839124153,48,3.61,23,8261,752,1
L5196,41416.35398650466,48,3.49,50,12839,735,1
L5197,22422.702434784165,12,3.85,52,6951,806,1
L5198,40155.05681314822,36,5.88,35,12448,616,0
L5199,11071.027874576213,60,5.02,58,3432,763,1
L5200,8000.04345249097,48,4.98,31,2480,627,0
L5201,32874.37210658688,48,7.67,22,10191,408,0
L5202,16032.345144709725,24,3.0,46,4970,825,0
L5203,11822.644860233631,48,3.7,54,3665,774,0
L5204,7509.71820862862,24,4.34,21,2328,691,0
L5205,16948.479152978853,24,8.4,31,5254,412,0
L5206,34219.540703235565,36,5.99,25,10608,585,0
L5207,29838.871748202208,12,6.55,46,9250,646,1
L5208,13874.268906920832,24,7.56,26,4301,560,0
L5209,9496.825775860249,24,5.78,55,2944,606,0
L5210,13071.038737698955,36,10.05,25,4052,333,0
L5211,40458.28426658941,24,7.26,29,12542,468,0
L5212,36035.67959990993,60,4.69,48,11171,644,0
L5213,31300.17000787092,12,7.14,39,9703,445,0
L5214,38219.562429481055,60,3.0,25,11848,831,1
L5215,41438.93475431411,48,3.63,43,12846,837,1
L5216,11132.318530059007,12,6.5,64,3451,545,0
L5217,42590.55391259608,48,6.27,64,13203,640,1
L5218,41855.06604680255,24,9.62,36,12975,380,0
L5219,31993.722162018323,36,7.11,27,9918,490,0
L5220,19364.621308590038,60,5.93,34,6003,582,1
L5221,11567.80476638412,48,3.39,42,3586,788,0
L5222,7706.493470968116,24,9.4,29,2389,334,0
L5223,18477.519716075916,60,5.24,43,5728,593,1
L5224,35616.32248344871,60,8.38,63,11041,341,0
L5225,32280.82049559562,48,8.23,24,10007,469,0
L5226,35516.321940292575,24,5.58,63,11010,693,1
L5227,18177.518086607506,36,6.95,46,5635,487,0
L5228,46126.05698676144,48,6.38,61,14299,595,0
L5229,27354.987289162673,60,4.51,26,8480,684,1
L5230,15012.984769311683,60,9.56,51,4654,363,0
L5231,45632.50591892631,12,8.72,37,14146,380,0
L5232,19696.881177786236,24,8.22,29,6106,484,0
L5233,34455.02585324841,12,5.02,47,10681,760,1
L5234,13932.333738430847,36,5.69,26,4319,644,1
L5235,42322.810522855456,48,3.96,26,13120,837,1
L5236,43080.87915645843,60,5.98,24,13355,537,0
L5237,26296.917026091283,24,6.11,63,8152,595,0
L5238,15916.215481689696,60,3.81,23,4934,786,1
L5239,36574.39220336396,12,5.11,44,11338,668,1
L5240,15558.14902071127,12,5.78,38,4823,598,1
L5241,14532.336997367669,48,9.21,52,4505,389,0
L5242,29287.25584885706,24,4.49,41,9079,739,1
L5243,31606.623285284888,24,3.0,49,9798,828,1
L5244,31835.65678735217,48,9.69,52,9869,387,0
L5245,28819.51137280416,12,10.36,45,8934,323,0
L5246,35493.74117248312,12,5.44,32,11003,631,1
L5247,6629.068264060058,12,8.65,29,2055,357,0
L5248,35158.255479314146,60,4.34,27,10899,763,1
L5249,9706.504334090858,36,6.61,34,3009,488,0
L5250,19735.59106545958,12,4.08,40,6118,763,1
L5251,45290.568577811784,36,7.46,40,14040,521,0
L5252,17148.480239291126,36,5.29,30,5316,652,1
L5253,17706.54778658183,24,10.19,31,5489,350,0
L5254,20406.56245179753,48,9.23,59,6326,387,0
L5255,20338.82014836918,60,7.98,39,6305,521,0
L5256,23487.22434580111,36,4.6,39,7281,787,1
L5257,37393.75149244973,60,7.06,63,11592,466,0
L5258,10300.055945082124,24,8.96,26,3193,400,0
L5259,22561.412865613645,12,4.78,28,6994,723,1
L5260,30664.682685233533,36,3.0,21,9506,824,1
L5261,32158.23918463003,48,7.69,43,9969,446,0
L5262,11280.706432806823,24,6.68,60,3497,561,1
L5263,36909.87789653293,60,8.16,57,11442,445,0
L5264,35690.51643482262,12,4.42,30,11064,787,1
L5265,14225.883719953701,60,3.55,22,4410,820,0
L5266,44329.27303392375,48,8.81,56,13742,380,0
L5267,37967.94815960432,36,8.82,22,11770,425,0
L5268,34406.63849365673,48,8.29,35,10666,438,0
L5269,46716.38277377993,60,8.92,40,14482,438,0
L5270,23003.350749884317,60,9.8,62,7131,371,0
L5271,17954.936232485783,48,7.03,41,5566,544,0
L5272,19509.783387365074,48,7.39,50,6048,509,0
L5273,28796.93060499471,48,7.87,44,8927,493,0
L5274,21367.857995685557,12,3.61,22,6624,837,1
L5275,33748.57040320989,60,6.19,58,10462,631,1
L5276,28003.377907691174,24,3.74,42,8681,810,1
L5277,25861.43078976617,12,6.75,49,8017,592,1
L5278,28387.250960451827,12,8.73,34,8800,335,0
L5279,29048.544874871444,12,3.93,25,9005,827,1
L5280,17906.5488728941,24,8.53,44,5551,377,0
L5281,21242.050860747193,48,10.4,46,6585,320,0
L5282,20829.14539223153,60,6.09,22,6457,544,0
L5283,18977.522431856603,36,3.96,54,5883,694,1
L5284,41326.03091526686,36,8.24,43,12811,353,0
L5285,36084.06695950161,60,8.15,61,11186,392,0
L5286,8929.080756651212,24,5.45,55,2768,592,0
L5287,34632.44617175123,36,5.3,35,10736,675,1
L5288,22819.478783435934,12,7.58,23,7074,475,0
L5289,35880.84004921655,36,7.72,32,11123,489,0
L5290,33167.922088109735,60,6.87,58,10282,491,0
L5291,20429.14321960698,12,9.55,37,6333,367,0
L5292,29648.548133808268,36,6.06,58,9191,623,0
L5293,35619.548307421486,60,7.39,47,11042,454,0
L5294,30800.167292090235,24,4.01,39,9548,753,1
L5295,16025.893496764169,60,7.5,41,4968,525,0
L5296,42803.458294799464,24,7.34,60,13269,532,0
L5297,15029.113889175576,12,3.66,44,4659,807,1
L5298,8493.594520326098,60,9.55,44,2633,403,0
L5299,16864.60772968661,48,3.33,39,5228,765,1
L5300,36826.00647324069,48,4.51,51,11416,727,1
L5301,10477.476263584947,48,4.61,60,3248,741,1
L5302,9619.407086825835,48,9.3,40,2982,425,0
L5303,14548.466117231563,48,9.52,35,4510,335,0
L5304,18871.070240754907,24,6.8,60,5850,537,0
L5305,21800.11840803789,60,7.71,55,6758,541,0
L5306,19332.36306886225,12,8.24,55,5993,432,0
L5307,9641.987854635287,48,7.93,53,2989,526,0
L5308,11664.57948556748,48,5.35,60,3616,702,1
L5309,29100.158058435904,12,4.27,61,9021,695,0
L5310,34245.3472950178,12,8.1,64,10616,389,0
L5311,37490.526211633085,48,6.34,38,11622,554,1
L5312,11725.870141050273,24,7.99,37,3635,382,0
L5313,46426.05861622986,12,3.72,28,14392,799,1
L5314,27080.79225147649,60,6.74,40,8395,608,1
L5315,23283.997435516056,60,3.04,31,7218,831,1
L5316,7022.618788739049,24,9.13,50,2177,383,0
L5317,23390.449626617752,36,10.51,47,7251,326,0
L5318,45058.30925177172,24,4.54,59,13968,678,1
L5319,8771.015381985058,48,5.48,34,2719,629,0
L5320,16542.025332408746,36,4.02,62,5128,692,1
L5321,29145.319594054803,48,6.64,35,9035,516,0
L5322,47406.709103954556,60,5.68,32,14696,680,1
L5323,42558.29567286829,12,3.85,40,13193,807,1
L5324,15448.471005636797,48,6.92,37,4789,582,0
L5325,34984.0609847841,60,7.06,60,10845,513,0
L5326,41335.708387185194,24,8.41,46,12814,455,0
L5327,26648.531839124153,48,3.46,34,8261,829,1
L5328,44348.62797776042,60,7.56,45,13748,458,0
L5329,43819.59284622473,12,9.2,46,13584,340,0
L5330,47080.900882703914,48,3.66,45,14595,804,1
L5331,34455.02585324841,60,4.31,45,10681,818,1
L5332,37213.105349974125,48,10.69,47,11536,304,0
L5333,28709.83335772969,12,10.6,63,8900,320,0
L5334,30719.52169277077,48,5.9,32,9523,541,0
L5335,8409.723097033855,48,9.0,40,2607,405,0
L5336,18035.581831805248,60,6.39,36,5591,642,1
L5337,24661.424271892527,36,5.15,45,7645,716,1
L5338,19738.816889432357,48,9.25,47,6119,337,0
L5339,23583.99906498447,36,6.14,38,7311,635,1
L5340,35303.41755808918,24,3.86,30,10944,772,1
L5341,16283.959414586458,48,8.9,50,5048,412,0
L5342,20787.20968058541,36,7.31,21,6444,550,0
L5343,19742.042713405135,24,6.26,24,6120,644,1
L5344,44042.174700346455,60,9.46,43,13653,370,0
L5345,9722.633453954752,48,5.91,27,3014,563,0
L5346,48019.61565878249,60,5.96,50,14886,683,0
L5347,38580.85471443226,24,4.43,46,11960,690,1
L5348,22245.28211628134,60,3.69,21,6896,772,1
L5349,29203.38442556482,60,3.36,49,9053,810,1
L5350,35967.93729648158,12,8.64,45,11150,433,0
L5351,11583.933886248013,24,5.43,60,3591,688,0
L5352,43397.009905790736,60,10.05,46,13453,360,0
L5353,14800.080387108294,36,3.39,37,4588,769,0
L5354,14638.789188469364,24,5.4,51,4538,650,1
L5355,35425.99886905477,12,8.57,28,10982,357,0
L5356,46642.188822406024,48,7.92,25,14459,484,0
L5357,26390.465921301864,60,6.78,21,8181,502,0
L5358,45832.507005238585,36,10.22,35,14208,331,0
L5359,20625.918481946475,12,8.74,56,6394,468,0
L5360,16445.250613225387,24,9.25,27,5098,321,0
L5361,34964.70604094743,60,9.38,64,10839,378,0
L5362,25406.589609604387,12,8.25,47,7876,435,0
L5363,11209.738305405694,12,5.83,55,3475,601,1
L5364,23238.835899897156,36,4.43,47,7204,686,1
L5365,39522.795314483614,48,3.55,40,12252,841,1
L5366,31409.848022945393,48,5.65,38,9737,583,0
L5367,22822.704607408716,48,5.34,60,7075,628,1
L5368,36500.19825199005,24,4.98,22,11315,759,1
L5369,34861.47967381851,12,7.99,50,10807,452,0
L5370,37019.55591160741,24,4.51,58,11476,786,1
L5371,40377.638667269945,12,8.04,50,12517,490,0
L5372,42997.00773316618,36,8.99,27,13329,351,0
L5373,18296.873573600315,36,5.06,59,5672,640,0
L5374,15661.375387840186,24,3.0,33,4855,824,1
L5375,11687.16025337693,24,10.6,53,3623,316,0
L5376,44003.46481267311,36,6.51,60,13641,541,0
L5377,24632.391856137518,60,5.98,50,7636,639,1
L5378,41597.00012898027,48,5.21,50,12895,710,1
L5379,36555.037259527286,48,5.61,43,11332,593,0
L5380,15580.729788520719,36,9.93,44,4830,327,0
L5381,34484.05826900341,48,3.78,40,10690,709,1
L5382,21554.95578610672,60,5.24,48,6682,658,1
L5383,36435.68177253448,60,4.39,39,11295,715,1
L5384,16416.21819747038,12,8.48,33,5089,481,0
L5385,12103.29154586537,24,6.61,36,3752,639,1
L5386,19400.105372290604,48,5.05,35,6014,652,1
L5387,8429.078040870525,60,9.25,31,2613,368,0
L5388,42706.68357561611,24,4.42,32,13239,776,1
L5389,8525.852760053884,24,5.21,42,2643,624,0
L5390,42129.26108448874,12,4.09,45,13060,793,1
L5391,46274.44488950926,24,5.72,23,14345,594,1
L5392,10112.958154660964,24,6.61,44,3135,508,0
L5393,48013.16401083693,36,8.63,45,14884,456,0
L5394,18383.97082086534,12,8.95,29,5699,374,0
L5395,40496.99415426276,12,5.89,48,12554,586,1
L5396,6971.005605174591,48,6.81,50,2161,530,0
L5397,38751.823384989526,24,6.33,27,12013,570,1
L5398,26029.17363635066,48,9.39,31,8069,382,0
L5399,47132.51406626837,60,7.35,30,14611,564,1
L5400,41797.00121529254,24,6.48,23,12957,568,1
L5401,17425.90110095009,60,5.77,39,5402,600,1
L5402,41351.83750704909,36,9.22,22,12819,389,0
L5403,19332.36306886225,24,6.2,37,5993,659,1
L5404,22113.023333397417,48,5.37,49,6855,599,1
L5405,47706.710733422966,48,10.46,22,14789,301,0
L5406,6632.294088032836,24,4.84,36,2056,712,0
L5407,23496.901817719445,48,8.42,30,7284,475,0
L5408,16893.640145441615,24,8.35,24,5237,424,0
L5409,40438.92932275274,12,8.39,63,12536,477,0
L5410,22264.637060118013,48,9.93,46,6902,304,0
L5411,25793.68848633782,24,7.71,44,7996,416,0
L5412,8448.432984707197,24,3.51,32,2619,730,0
L5413,22174.31398888021,48,5.25,41,6874,689,1
L5414,14880.72598642776,12,4.08,62,4613,778,1
L5415,29487.25693516934,48,3.42,36,9141,770,1
L5416,46622.83387856935,24,6.21,56,14453,649,1
L5417,23784.000151296743,12,9.57,55,7373,383,0
L5418,15596.858908384613,60,7.66,29,4835,526,0
L5419,35022.77087245744,36,5.1,26,10857,752,1
L5420,33287.27757510255,48,4.31,64,10319,746,1
L5421,17925.903816730774,24,8.9,21,5557,410,0
L5422,19906.559736016843,12,6.66,34,6171,622,0
L5423,22522.702977940302,12,3.25,44,6982,823,1
L5424,28790.478957049156,60,3.39,30,8925,838,1
L5425,8496.820344298876,48,8.6,38,2634,404,0
L5426,18090.420839342485,12,9.78,29,5608,385,0
L5427,30987.265082511392,60,3.48,47,9606,802,1
L5428,44777.66256613998,24,3.2,39,13881,805,1
L5429,24958.20007738816,60,8.2,56,7737,455,0
L5430,48071.22884234695,48,3.25,23,14902,795,1
L5431,36055.0345437466,60,5.78,58,11177,685,0
L5432,32080.819409283344,12,4.88,29,9945,762,1
L5433,14751.693027516614,12,3.0,30,4573,842,1
L5434,10180.700458089315,36,8.19,29,3156,412,0
L5435,47509.93547108347,60,3.49,37,14728,745,1
L5436,24687.230863674755,24,5.81,62,7653,586,1
L5437,18929.135072264922,48,6.51,58,5868,500,0
L5438,27529.181783692715,36,5.66,63,8534,678,1
L5439,33661.47315594487,60,3.0,40,10435,812,1
L5440,8925.854932678432,24,5.73,27,2767,564,0
L5441,43255.073650988474,36,6.87,24,13409,487,0
L5442,34213.08905529001,12,5.18,30,10606,656,1
L5443,27645.311446712745,48,6.72,41,8570,540,0
L5444,43467.97803319186,60,8.27,34,13475,492,0
L5445,46890.57726830998,24,8.07,45,14536,409,0
L5446,42897.007190010045,12,4.09,37,13298,798,1
L5447,15761.375930996322,36,9.86,48,4886,364,0
L5448,9229.082386119622,48,9.79,34,2861,364,0
L5449,22303.346947791357,36,5.32,33,6914,616,1
L5450,22442.057378620837,36,8.26,54,6957,394,0
L5451,43706.68900717748,24,3.26,61,13549,758,1
L5452,19138.813630495533,12,4.92,23,5933,694,1
L5453,45019.59936409838,60,7.25,24,13956,495,0
L5454,7125.845155867964,24,3.1,64,2209,849,0
L5455,26200.142306907925,48,9.32,35,8122,338,0
L5456,13409.75025484071,36,8.5,40,4157,448,0
L5457,14119.431528852007,48,5.53,28,4377,675,1
L5458,13512.976621969627,24,5.17,25,4189,665,1
L5459,35055.02911218523,24,3.26,22,10867,755,1
L5460,26548.531295968016,60,6.13,48,8230,575,1
L5461,26719.499966525284,36,3.16,42,8283,809,1
L5462,10822.639428672259,24,6.09,29,3355,537,0
L5463,32958.24352987913,48,4.43,48,10217,704,1
L5464,41564.74188925248,60,8.82,21,12885,462,0
L5465,11774.257500641952,48,6.53,56,3650,619,1
L5466,15993.635257036383,36,9.63,62,4958,368,0
L5467,20829.14539223153,60,9.21,22,6457,408,0
L5468,25774.33354250115,60,8.37,58,7990,479,0
L5469,11877.483867770867,60,7.89,46,3682,431,0
L5470,47248.6437292884,12,3.04,51,14647,818,1
